"No.","Time","Source","Destination","Protocol","Length","Info"
"515","9.238022036","192.168.3.249","142.250.200.142","TCP","66","36976  >  443 [FIN, ACK] Seq=518 Ack=2 Win=32128 Len=0 TSval=932668744 TSecr=16334291"
"516","9.240234011","142.250.200.142","192.168.3.249","TCP","78","[TCP Dup ACK 506#1] 443  >  36954 [ACK] Seq=2 Ack=518 Win=15616 Len=0 TSval=16334291 TSecr=932668578 SLE=1 SRE=518"
"517","9.242098505","142.250.200.142","192.168.3.249","TCP","78","[TCP Dup ACK 510#1] 443  >  36976 [ACK] Seq=2 Ack=518 Win=15616 Len=0 TSval=16334293 TSecr=932668648 SLE=1 SRE=518"
"518","9.296017031","142.250.200.142","192.168.3.249","TCP","78","[TCP Dup ACK 509#1] 443  >  36964 [ACK] Seq=2 Ack=518 Win=15616 Len=0 TSval=16334305 TSecr=932668648 SLE=1 SRE=518"
"519","9.312699950","142.250.200.142","192.168.3.249","TCP","66","443  >  36954 [ACK] Seq=2 Ack=519 Win=15616 Len=0 TSval=16334308 TSecr=932668701"
"520","9.317552190","142.250.200.142","192.168.3.249","TCP","66","443  >  36964 [ACK] Seq=2 Ack=519 Win=15616 Len=0 TSval=16334308 TSecr=932668720"
"521","9.336396929","142.250.200.142","192.168.3.249","TCP","66","443  >  36976 [ACK] Seq=2 Ack=519 Win=15616 Len=0 TSval=16334308 TSecr=932668744"
"522","9.352297778","192.168.3.1","192.168.3.249","DNS","173","Standard query response 0x9fca A colab.research.google.com CNAME colab-alv.research.google.com A 216.239.38.180 A 216.239.36.180 A 216.239.32.180 A 216.239.34.180"
"523","9.352827906","192.168.3.249","216.239.32.180","TCP","74","56638  >  443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=4108666496 TSecr=0 WS=128"
"524","9.356797137","216.239.32.180","192.168.3.249","TCP","74","443  >  56638 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=16334312 TSecr=4108666496 WS=128"
"525","9.356852423","192.168.3.249","216.239.32.180","TCP","66","56638  >  443 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=4108666500 TSecr=16334312"
"526","9.358770751","192.168.3.249","216.239.32.180","TLSv1","583","Client Hello"
"527","9.395974029","216.239.32.180","192.168.3.249","TCP","66","443  >  56638 [ACK] Seq=1 Ack=518 Win=15616 Len=0 TSval=16334313 TSecr=4108666501"
"528","9.396489834","216.239.32.180","192.168.3.249","TCP","66","443  >  56638 [FIN, ACK] Seq=1 Ack=518 Win=15616 Len=0 TSval=16334313 TSecr=4108666501"
"529","9.396805848","192.168.3.249","216.239.32.180","TCP","66","56638  >  443 [FIN, ACK] Seq=518 Ack=2 Win=32128 Len=0 TSval=4108666539 TSecr=16334313"
"530","9.397256746","192.168.3.249","192.168.3.1","DNS","85","Standard query 0x466e A colab.research.google.com"
"531","9.419653206","216.239.32.180","192.168.3.249","TCP","66","443  >  56638 [ACK] Seq=2 Ack=519 Win=15616 Len=0 TSval=16334318 TSecr=4108666539"
"532","9.615662072","192.168.3.1","192.168.3.249","DNS","173","Standard query response 0x466e A colab.research.google.com CNAME colab-alv.research.google.com A 216.239.32.180 A 216.239.34.180 A 216.239.38.180 A 216.239.36.180"
"533","9.616166926","192.168.3.249","216.239.32.180","TCP","74","56646  >  443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=4108666759 TSecr=0 WS=128"
"534","9.650277037","216.239.32.180","192.168.3.249","TCP","74","443  >  56646 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=16334338 TSecr=4108666759 WS=128"
"535","9.650383231","192.168.3.249","216.239.32.180","TCP","66","56646  >  443 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=4108666793 TSecr=16334338"
"536","9.655167342","192.168.3.249","216.239.32.180","TLSv1","583","Client Hello"
"537","9.658468496","192.168.3.51","224.0.0.251","MDNS","85","Standard query 0x0000 A HPLaserJetM139-M142.local, ""QM"" question"
"538","9.659833018","fe80::99c3:5cdc:2244:3a32","ff02::fb","MDNS","105","Standard query 0x0000 A HPLaserJetM139-M142.local, ""QM"" question"
"539","9.662068887","192.168.3.51","224.0.0.251","MDNS","85","Standard query 0x0000 AAAA HPLaserJetM139-M142.local, ""QM"" question"
"540","9.664245471","fe80::99c3:5cdc:2244:3a32","ff02::fb","MDNS","105","Standard query 0x0000 AAAA HPLaserJetM139-M142.local, ""QM"" question"
"541","9.675980751","64:d1:54:9d:1c:77","CDP/VTP/DTP/PAgP/UDLD","CDP","113","Device ID: MikroTik  Port ID: ether4 TPLINK 2  "
"542","9.700825941","216.239.32.180","192.168.3.249","TCP","66","443  >  56646 [ACK] Seq=1 Ack=518 Win=15616 Len=0 TSval=16334344 TSecr=4108666798"
"543","9.701251933","216.239.32.180","192.168.3.249","TCP","66","443  >  56646 [FIN, ACK] Seq=1 Ack=518 Win=15616 Len=0 TSval=16334344 TSecr=4108666798"
"544","9.702084310","192.168.3.249","216.239.32.180","TCP","66","56646  >  443 [FIN, ACK] Seq=518 Ack=2 Win=32128 Len=0 TSval=4108666845 TSecr=16334344"
"545","9.706674610","216.239.32.180","192.168.3.249","TCP","66","443  >  56646 [ACK] Seq=2 Ack=519 Win=15616 Len=0 TSval=16334347 TSecr=4108666845"
"546","9.856478688","192.168.3.11","255.255.255.255","UDP","782","37010  >  29810 Len=740"
"547","9.933476225","192.168.3.249","142.250.200.142","TCP","74","36988  >  443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=932669439 TSecr=0 WS=128"
"548","9.942780484","192.168.3.249","142.250.200.142","TCP","74","36992  >  443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=932669448 TSecr=0 WS=128"
"549","9.943324692","142.250.200.142","192.168.3.249","TCP","74","443  >  36988 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=16334370 TSecr=932669439 WS=128"
"550","9.943373509","192.168.3.249","142.250.200.142","TCP","66","36988  >  443 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=932669449 TSecr=16334370"
"551","9.948255046","192.168.3.249","142.250.200.142","TLSv1","583","Client Hello"
"552","9.964911876","142.250.200.142","192.168.3.249","TCP","74","443  >  36992 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=16334372 TSecr=932669448 WS=128"
"553","9.964992085","192.168.3.249","142.250.200.142","TCP","66","36992  >  443 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=932669471 TSecr=16334372"
"554","9.965566020","142.250.200.142","192.168.3.249","TCP","66","443  >  36988 [ACK] Seq=1 Ack=518 Win=15616 Len=0 TSval=16334373 TSecr=932669454"
"555","9.965993802","142.250.200.142","192.168.3.249","TCP","66","443  >  36988 [FIN, ACK] Seq=1 Ack=518 Win=15616 Len=0 TSval=16334373 TSecr=932669454"
"556","9.967962398","192.168.3.249","142.250.200.142","TLSv1","583","Client Hello"
"557","9.968630387","192.168.3.249","142.250.200.142","TCP","66","36988  >  443 [FIN, ACK] Seq=518 Ack=2 Win=32128 Len=0 TSval=932669474 TSecr=16334373"
"558","9.971045348","142.250.200.142","192.168.3.249","TCP","66","443  >  36992 [ACK] Seq=1 Ack=518 Win=15616 Len=0 TSval=16334373 TSecr=932669474"
"559","9.971097297","142.250.200.142","192.168.3.249","TCP","66","443  >  36988 [ACK] Seq=2 Ack=519 Win=15616 Len=0 TSval=16334373 TSecr=932669474"
"560","9.972941759","142.250.200.142","192.168.3.249","TCP","66","443  >  36992 [FIN, ACK] Seq=1 Ack=518 Win=15616 Len=0 TSval=16334373 TSecr=932669474"
"561","9.973301196","192.168.3.249","142.250.200.142","TCP","66","36992  >  443 [FIN, ACK] Seq=518 Ack=2 Win=32128 Len=0 TSval=932669479 TSecr=16334373"
"562","9.986063766","192.168.3.249","192.168.3.1","DNS","85","Standard query 0x2ed2 A colab.research.google.com"
"563","10.058961390","142.250.200.142","192.168.3.249","TCP","66","443  >  36992 [ACK] Seq=2 Ack=519 Win=15616 Len=0 TSval=16334375 TSecr=932669479"
"564","10.062946729","192.168.3.1","192.168.3.249","DNS","173","Standard query response 0x2ed2 A colab.research.google.com CNAME colab-alv.research.google.com A 216.239.38.180 A 216.239.36.180 A 216.239.32.180 A 216.239.34.180"
"565","10.063611262","192.168.3.249","216.239.32.180","TCP","74","56658  >  443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=4108667206 TSecr=0 WS=128"
"566","10.111255172","216.239.32.180","192.168.3.249","TCP","74","443  >  56658 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=16334383 TSecr=4108667206 WS=128"
"567","10.111349540","192.168.3.249","216.239.32.180","TCP","66","56658  >  443 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=4108667254 TSecr=16334383"
"568","10.116495497","192.168.3.249","216.239.32.180","TLSv1","583","Client Hello"
"569","10.174778932","192.168.3.12","255.255.255.255","UDP","849","49211  >  29810 Len=807"
"570","10.255481662","192.168.3.249","142.250.200.142","TCP","74","45850  >  443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=932669761 TSecr=0 WS=128"
"571","10.259974558","192.168.3.249","142.250.200.142","TCP","74","45858  >  443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=932669766 TSecr=0 WS=128"
"572","10.362351497","216.239.32.180","192.168.3.249","TCP","66","443  >  56658 [ACK] Seq=1 Ack=518 Win=15616 Len=0 TSval=16334397 TSecr=4108667259"
"573","10.362427425","216.239.32.180","192.168.3.249","TCP","66","443  >  56658 [FIN, ACK] Seq=1 Ack=518 Win=15616 Len=0 TSval=16334397 TSecr=4108667259"
"574","10.362995683","192.168.3.249","216.239.32.180","TCP","66","56658  >  443 [FIN, ACK] Seq=518 Ack=2 Win=32128 Len=0 TSval=4108667506 TSecr=16334397"
"575","10.377338798","142.250.200.142","192.168.3.249","TCP","74","443  >  45850 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=16334404 TSecr=932669761 WS=128"
"576","10.377423981","192.168.3.249","142.250.200.142","TCP","66","45850  >  443 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=932669883 TSecr=16334404"
"577","10.378587561","142.250.200.142","192.168.3.249","TCP","74","443  >  45858 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=16334404 TSecr=932669766 WS=128"
"578","10.378626340","192.168.3.249","142.250.200.142","TCP","66","45858  >  443 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=932669884 TSecr=16334404"
"579","10.380496395","192.168.3.180","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"580","10.380881041","192.168.3.249","142.250.200.142","TLSv1","583","Client Hello"
"581","10.384047827","192.168.3.249","142.250.200.142","TLSv1","583","Client Hello"
"582","10.494282810","216.239.32.180","192.168.3.249","TCP","66","443  >  56658 [ACK] Seq=2 Ack=519 Win=15616 Len=0 TSval=16334414 TSecr=4108667506"
"583","10.601748120","142.250.200.142","192.168.3.249","TCP","66","443  >  45850 [ACK] Seq=1 Ack=518 Win=15616 Len=0 TSval=16334423 TSecr=932669887"
"584","10.602357972","142.250.200.142","192.168.3.249","TCP","66","443  >  45858 [ACK] Seq=1 Ack=518 Win=15616 Len=0 TSval=16334423 TSecr=932669890"
"585","10.603511752","142.250.200.142","192.168.3.249","TCP","66","443  >  45850 [FIN, ACK] Seq=1 Ack=518 Win=15616 Len=0 TSval=16334423 TSecr=932669887"
"586","10.604051469","142.250.200.142","192.168.3.249","TCP","66","443  >  45858 [FIN, ACK] Seq=1 Ack=518 Win=15616 Len=0 TSval=16334423 TSecr=932669890"
"587","10.604159381","192.168.3.249","142.250.200.142","TCP","66","45850  >  443 [FIN, ACK] Seq=518 Ack=2 Win=32128 Len=0 TSval=932670110 TSecr=16334423"
"588","10.604751474","192.168.3.249","142.250.200.142","TCP","66","45858  >  443 [FIN, ACK] Seq=518 Ack=2 Win=32128 Len=0 TSval=932670110 TSecr=16334423"
"589","10.621616108","192.168.3.249","192.168.3.1","DNS","85","Standard query 0x5df0 A colab.research.google.com"
"590","10.635727253","fe80::14e6:1cff:fe16:1583","ff02::2","ICMPv6","70","Router Solicitation from 16:e6:1c:16:15:83"
"591","10.637616278","fe80::74dc:a3ff:fe60:be5","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"592","10.638551641","192.168.3.235","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.251 for any sources"
"593","10.648566008","142.250.200.142","192.168.3.249","TCP","66","443  >  45850 [ACK] Seq=2 Ack=519 Win=15616 Len=0 TSval=16334437 TSecr=932670110"
"594","10.648667463","142.250.200.142","192.168.3.249","TCP","66","443  >  45858 [ACK] Seq=2 Ack=519 Win=15616 Len=0 TSval=16334437 TSecr=932670110"
"595","10.673436907","192.168.3.1","192.168.3.249","DNS","173","Standard query response 0x5df0 A colab.research.google.com CNAME colab-alv.research.google.com A 216.239.32.180 A 216.239.34.180 A 216.239.38.180 A 216.239.36.180"
"596","10.674492336","192.168.3.249","216.239.32.180","TCP","74","52008  >  443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=4108667817 TSecr=0 WS=128"
"597","10.692167679","216.239.32.180","192.168.3.249","TCP","74","443  >  52008 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=16334444 TSecr=4108667817 WS=128"
"598","10.692282522","192.168.3.249","216.239.32.180","TCP","66","52008  >  443 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=4108667835 TSecr=16334444"
"599","10.698817730","192.168.3.249","216.239.32.180","TLSv1","583","Client Hello"
"600","10.786174345","216.239.32.180","192.168.3.249","TCP","66","443  >  52008 [ACK] Seq=1 Ack=518 Win=15616 Len=0 TSval=16334452 TSecr=4108667841"
"601","10.794465928","192.168.3.79","255.255.255.255","UDP","987","53559  >  29810 Len=945"
"602","10.796576299","216.239.32.180","192.168.3.249","TCP","66","443  >  52008 [FIN, ACK] Seq=1 Ack=518 Win=15616 Len=0 TSval=16334452 TSecr=4108667841"
"603","10.796852728","192.168.3.249","216.239.32.180","TCP","66","52008  >  443 [ACK] Seq=518 Ack=2 Win=32128 Len=0 TSval=4108667940 TSecr=16334452"
"604","10.797042823","192.168.3.249","216.239.32.180","TCP","66","52008  >  443 [FIN, ACK] Seq=518 Ack=2 Win=32128 Len=0 TSval=4108667940 TSecr=16334452"
"605","10.859378139","216.239.32.180","192.168.3.249","TCP","66","443  >  52008 [ACK] Seq=2 Ack=519 Win=15616 Len=0 TSval=16334462 TSecr=4108667940"
"606","10.917158636","192.168.3.249","192.168.3.1","DNS","85","Standard query 0x60fc A push.services.mozilla.com"
"607","10.938006107","08:55:31:cd:f7:4b","Spanning-tree-(for-bridges)_00","STP","53","RST. Root = 32768/0/08:55:31:cd:f7:4b  Cost = 0  Port = 0x8001"
"608","10.949188523","192.168.3.249","192.168.3.1","TCP","66","52592  >  80 [FIN, ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=2921769175 TSecr=16333845"
"609","10.962071577","192.168.3.1","192.168.3.249","DNS","101","Standard query response 0x60fc A push.services.mozilla.com A 34.107.243.93"
"610","10.962909293","192.168.3.249","34.107.243.93","TCP","74","49846  >  443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=2497196646 TSecr=0 WS=128"
"611","11.008857243","00:31:92:1b:17:b2","Broadcast","ARP","60","Who has 192.168.3.11? (ARP Probe)"
"612","11.012497335","192.168.3.1","192.168.3.249","TCP","66","80  >  52592 [FIN, ACK] Seq=1 Ack=2 Win=14592 Len=0 TSval=16334473 TSecr=2921769175"
"613","11.012579287","192.168.3.249","192.168.3.1","TCP","66","52592  >  80 [ACK] Seq=2 Ack=2 Win=32128 Len=0 TSval=2921769238 TSecr=16334473"
"614","11.033969399","34.107.243.93","192.168.3.249","TCP","74","443  >  49846 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=16334477 TSecr=2497196646 WS=128"
"615","11.034062815","192.168.3.249","34.107.243.93","TCP","66","49846  >  443 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=2497196717 TSecr=16334477"
"616","11.040743764","192.168.3.249","34.107.243.93","TLSv1","749","Client Hello"
"617","11.087786182","192.168.3.137","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"618","11.089085344","fe80::b86c:1288:e129:b8e4","ff02::fb","MDNS","107","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"619","11.090804284","192.168.3.235","224.0.0.251","MDNS","125","Standard query 0x0000 ANY Android-5.local, ""QU"" question ANY Android-5.local, ""QU"" question A 192.168.3.235 AAAA fe80::74dc:a3ff:fe60:be5"
"620","11.092782307","fe80::74dc:a3ff:fe60:be5","ff02::fb","MDNS","145","Standard query 0x0000 ANY Android-5.local, ""QU"" question ANY Android-5.local, ""QU"" question A 192.168.3.235 AAAA fe80::74dc:a3ff:fe60:be5"
"621","11.092989281","192.168.3.249","192.168.3.1","DNS","86","Standard query 0x83e3 A cdn.prod.website-files.com"
"622","11.157447888","34.107.243.93","192.168.3.249","TCP","66","443  >  49846 [ACK] Seq=1 Ack=684 Win=15872 Len=0 TSval=16334488 TSecr=2497196723"
"623","11.157520074","34.107.243.93","192.168.3.249","TCP","66","443  >  49846 [FIN, ACK] Seq=1 Ack=684 Win=15872 Len=0 TSval=16334488 TSecr=2497196723"
"624","11.157809423","192.168.3.249","34.107.243.93","TCP","66","49846  >  443 [FIN, ACK] Seq=684 Ack=2 Win=32128 Len=0 TSval=2497196841 TSecr=16334488"
"625","11.160546490","192.168.3.1","192.168.3.249","DNS","118","Standard query response 0x83e3 A cdn.prod.website-files.com A 104.18.161.117 A 104.18.160.117"
"626","11.160764108","192.168.3.249","192.168.3.1","DNS","86","Standard query 0x5dee AAAA cdn.prod.website-files.com"
"627","11.195083632","192.168.3.137","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"628","11.231302880","34.107.243.93","192.168.3.249","TCP","66","443  >  49846 [ACK] Seq=2 Ack=685 Win=15872 Len=0 TSval=16334498 TSecr=2497196841"
"629","11.290948924","fe80::74dc:a3ff:fe60:be5","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"630","11.570246741","192.168.3.235","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.251 for any sources"
"631","11.571785332","192.168.3.235","224.0.0.251","MDNS","125","Standard query 0x0000 ANY Android-5.local, ""QM"" question ANY Android-5.local, ""QM"" question A 192.168.3.235 AAAA fe80::74dc:a3ff:fe60:be5"
"632","11.573307676","fe80::74dc:a3ff:fe60:be5","ff02::fb","MDNS","145","Standard query 0x0000 ANY Android-5.local, ""QM"" question ANY Android-5.local, ""QM"" question A 192.168.3.235 AAAA fe80::74dc:a3ff:fe60:be5"
"633","11.604570254","00:31:92:e7:7a:e6","Broadcast","ARP","60","Who has 192.168.3.50? (ARP Probe)"
"634","11.743755309","192.168.3.235","224.0.0.251","MDNS","125","Standard query 0x0000 ANY Android-5.local, ""QM"" question ANY Android-5.local, ""QM"" question A 192.168.3.235 AAAA fe80::74dc:a3ff:fe60:be5"
"635","11.807776961","192.168.3.35","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"636","11.941285937","192.168.3.249","142.250.200.142","TCP","74","45860  >  443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=932671447 TSecr=0 WS=128"
"637","11.948521888","192.168.3.249","142.250.200.142","TCP","74","45868  >  443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=932671454 TSecr=0 WS=128"
"638","11.957291940","00:31:92:e7:7f:04","Broadcast","ARP","60","Who has 192.168.3.47? (ARP Probe)"
"639","11.978549172","192.168.3.235","224.0.0.251","MDNS","291","Standard query response 0x0000 PTR, cache flush Android-5.local PTR, cache flush Android-5.local A, cache flush 192.168.3.235 AAAA, cache flush fe80::74dc:a3ff:fe60:be5 NSEC, cache flush 235.3.168.192.in-addr.arpa NSEC, cache flush 5.E.B.0.0.6.E.F.F.F.3.A.C.D.4.7.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-5.local"
"640","11.981630627","fe80::74dc:a3ff:fe60:be5","ff02::fb","MDNS","311","Standard query response 0x0000 PTR, cache flush Android-5.local PTR, cache flush Android-5.local A, cache flush 192.168.3.235 AAAA, cache flush fe80::74dc:a3ff:fe60:be5 NSEC, cache flush 235.3.168.192.in-addr.arpa NSEC, cache flush 5.E.B.0.0.6.E.F.F.F.3.A.C.D.4.7.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-5.local"
"641","12.002762352","142.250.200.142","192.168.3.249","TCP","74","443  >  45860 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=16334575 TSecr=932671447 WS=128"
"642","12.002862859","192.168.3.249","142.250.200.142","TCP","66","45860  >  443 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=932671509 TSecr=16334575"
"643","12.002894499","142.250.200.142","192.168.3.249","TCP","74","443  >  45868 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=16334576 TSecr=932671454 WS=128"
"644","12.002905103","192.168.3.249","142.250.200.142","TCP","66","45868  >  443 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=932671509 TSecr=16334576"
"645","12.008353926","192.168.3.249","142.250.200.142","TLSv1","583","Client Hello"
"646","12.013146483","192.168.3.249","142.250.200.142","TLSv1","583","Client Hello"
"647","12.023939795","142.250.200.142","192.168.3.249","TCP","66","443  >  45860 [ACK] Seq=1 Ack=518 Win=15616 Len=0 TSval=16334578 TSecr=932671514"
"648","12.023977882","fe80::9f6d:bf0b:258e:d565","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"649","12.024908954","192.168.3.120","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.252"
"650","12.025522475","142.250.200.142","192.168.3.249","TCP","66","443  >  45860 [FIN, ACK] Seq=1 Ack=518 Win=15616 Len=0 TSval=16334578 TSecr=932671514"
"651","12.025892533","192.168.3.249","142.250.200.142","TCP","66","45860  >  443 [FIN, ACK] Seq=518 Ack=2 Win=32128 Len=0 TSval=932671532 TSecr=16334578"
"652","12.030699847","fe80::9f6d:bf0b:258e:d565","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"653","12.032467302","192.168.3.120","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"654","12.052545618","fe80::9f6d:bf0b:258e:d565","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"655","12.055554208","192.168.3.120","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"656","12.058119289","192.168.3.120","224.0.0.251","MDNS","81","Standard query 0x0000 ANY DESKTOP-IN5UHUS.local, ""QM"" question"
"657","12.059297271","fe80::9f6d:bf0b:258e:d565","ff02::fb","MDNS","101","Standard query 0x0000 ANY DESKTOP-IN5UHUS.local, ""QM"" question"
"658","12.061901240","fe80::9f6d:bf0b:258e:d565","ff02::1:3","LLMNR","95","Standard query 0x603f ANY DESKTOP-IN5UHUS"
"659","12.069459742","192.168.3.120","224.0.0.252","LLMNR","75","Standard query 0x603f ANY DESKTOP-IN5UHUS"
"660","12.070514755","192.168.3.120","224.0.0.251","MDNS","81","Standard query 0x0000 ANY DESKTOP-IN5UHUS.local, ""QM"" question"
"661","12.073188879","fe80::9f6d:bf0b:258e:d565","ff02::fb","MDNS","101","Standard query 0x0000 ANY DESKTOP-IN5UHUS.local, ""QM"" question"
"662","12.075852874","fe80::9f6d:bf0b:258e:d565","ff02::fb","MDNS","139","Standard query response 0x0000 AAAA fe80::9f6d:bf0b:258e:d565 A 192.168.3.120"
"663","12.080480986","142.250.200.142","192.168.3.249","TCP","66","443  >  45868 [ACK] Seq=1 Ack=518 Win=15616 Len=0 TSval=16334582 TSecr=932671519"
"664","12.080553950","142.250.200.142","192.168.3.249","TCP","66","443  >  45868 [FIN, ACK] Seq=1 Ack=518 Win=15616 Len=0 TSval=16334582 TSecr=932671519"
"665","12.081013515","192.168.3.249","142.250.200.142","TCP","66","45868  >  443 [FIN, ACK] Seq=518 Ack=2 Win=32128 Len=0 TSval=932671587 TSecr=16334582"
"666","12.097046788","192.168.3.249","192.168.3.1","DNS","85","Standard query 0x9c5c A colab.research.google.com"
"667","12.103075634","192.168.3.120","224.0.0.251","MDNS","119","Standard query response 0x0000 AAAA fe80::9f6d:bf0b:258e:d565 A 192.168.3.120"
"668","12.106753057","192.168.3.120","224.0.0.251","MDNS","119","Standard query response 0x0000 AAAA fe80::9f6d:bf0b:258e:d565 A 192.168.3.120"
"669","12.260644877","192.168.3.249","142.250.200.142","TCP","74","45880  >  443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=932671766 TSecr=0 WS=128"
"670","12.265764003","192.168.3.249","142.250.200.142","TCP","74","45896  >  443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=932671771 TSecr=0 WS=128"
"671","12.287431823","142.250.200.142","192.168.3.249","TCP","66","443  >  45860 [ACK] Seq=2 Ack=519 Win=15616 Len=0 TSval=16334590 TSecr=932671532"
"672","12.310935514","142.250.200.142","192.168.3.249","TCP","66","443  >  45868 [ACK] Seq=2 Ack=519 Win=15616 Len=0 TSval=16334592 TSecr=932671587"
"673","12.311670420","192.168.3.1","192.168.3.249","DNS","173","Standard query response 0x9c5c A colab.research.google.com CNAME colab-alv.research.google.com A 216.239.38.180 A 216.239.36.180 A 216.239.32.180 A 216.239.34.180"
"674","12.312113091","192.168.3.249","216.239.32.180","TCP","74","52022  >  443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=4108669455 TSecr=0 WS=128"
"675","12.314091724","142.250.200.142","192.168.3.249","TCP","74","443  >  45880 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=16334604 TSecr=932671766 WS=128"
"676","12.314123373","192.168.3.249","142.250.200.142","TCP","66","45880  >  443 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=932671820 TSecr=16334604"
"677","12.315658054","192.168.3.249","142.250.200.142","TLSv1","583","Client Hello"
"678","12.369829302","142.250.200.142","192.168.3.249","TCP","74","443  >  45896 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=16334610 TSecr=932671771 WS=128"
"679","12.369932893","192.168.3.249","142.250.200.142","TCP","66","45896  >  443 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=932671876 TSecr=16334610"
"680","12.375976697","192.168.3.249","142.250.200.142","TLSv1","583","Client Hello"
"681","12.377898867","216.239.32.180","192.168.3.249","TCP","74","443  >  52022 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=16334611 TSecr=4108669455 WS=128"
"682","12.377935263","192.168.3.249","216.239.32.180","TCP","66","52022  >  443 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=4108669521 TSecr=16334611"
